"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"מריה","Israel","Group of friends","7.1","Good","7 December 2013","Close to u-ban, no problem to get anywhere.
Very clean and tidy.","Very far from the center. Not suitable for walking. If you come a little time it is better to choose a hotel bed.
The rooms are very small, the parking lot view.","","קרוב לתחנת u-ban, אין בעיה להגיע לכל מקום. 
נקי מאוד ומסודר.","רחוק מאוד מהמרכז. לא מתאים להליכה ברגל. אם באתם למעט זמן עדיף לבחור מלון במיטה.
החדרים מאוד קטנים, נוף לחניה.","",
"Yonathan","Israel","Group of friends","8.8","Fabulous","9 October 2013","Very clean, very professional staff and a nice, beautiful rooms.","There is no mini bar.","","נקי מאוד, צוות מקצועי ומאוד נחמד, חדרים יפים.","אין מיני בר.","",
"Ponomarov","Israel","Couple","9.2","Superb","19 September 2013","Good location, close to all the shops and places where you can eat, cleanliness, good staff, quiet, good service, decent breakfast","It is a pity there is no fridge in the room, no TV channels in Russian, monotonous breakfast","","Хорошее место расположения , рядом все магазины и места где можно поесть , чистота , добрый персонал , тишина , хорошее обслуживание  , неплохой завтрак","Очень жаль нет холодильника в номере , нет канала телевидения на Русском языке , однообразный завтрак","",
"אלכסיי","Israel","Couple","10","Exceptional","6 September 2013","Nice attitude from staff","","","יחס יפה מצד הצוות","","",
"Reiner","Germany","Group of friends","7.1","Good","12 October 2014","The very good links with the U - Bahn network","only warmed buns","","Die sehr gute Anbindung an das U - Bahn Netz","nur aufgewärmte Brötchen","",
"Gerd","Germany","Couple","5.8","Bettengrösse","12 October 2014","","A normal grown Central Europeans do not want to fall out of bed during a rotation. Under Comfort refers to something else !!!","","","Ein normal gewachsener Mitteleuropäer möchte bei einer Drehung nicht aus dem Bett fallen. Unter Comfort versteht man etwas Anderes !!!","",
"Rüdiger","Germany","Couple","5","Passable","12 October 2014","very good breakfast","the rooms were very small","","sehr gutes Frühstück","die Zimmer waren sehr klein","",
"Kai","Germany","Couple","9.6","Wie immer top!","11 October 2014","Central, quiet and clean!","Only lame-Fi (free)!","","Zentral, ruhig und sauber!","Nur lahmes WLAN (kostenlos)!","",
"Heiko","Germany","Couple","6.7","Gutes 3 Sterne Hotel in zentraler Lage","11 October 2014","The decor of the hotel is simple but good. Our room (room. 335) was modern and well maintained. The breakfast is rich and can barely wish for. The location of the hotel is great, not 100 meters away from the Metro Sation Bismarkstr. you anywhere.","The front rooms facing the street are very noisy. Sleeping with the windows open was hardly possible, since the hotel entrance is below the room and make it larger groups after a night but lack the necessary consideration. The Bar & quot; Wilma's & quot; located right in the lobby and not really invites you to linger. Parking in the immediate vicinity of the hotel are in short supply and on the parking deck can be a parking space (only 40 units available - 10, - € / day) did not reserve.","","Die Austattung des Hotels ist einfach aber gut. Unser Zimmer (Zi. 335) war modern ausgestattet und gut in Schuss. Das Frühstück ist reichhaltig und läßt kaum einen Wunsch offen. Die Lage des Hotels ist prima, von der keine 100 m entfernten U-Bahn Sation Bismarkstr. kommt man überall hin.","Die Zimmer nach vorne zur Straße sind sehr laut. Schlafen bei offenem Fenster war kaum möglich, da der Hoteleingang unterhalb der Zimmer liegt und es größere Gruppen nach durchzechter Nacht doch an der gebotenen Rücksichtnahme fehlen lassen. Die Bar "Wilma's" liegt direkt im Foyerbereich und läd nicht wirklich zum verweilen ein. Parkplätze in unmittelbarer Nähe des Hotels sind Mangelware und auf dem Parkdeck kann man einen Stellplatz (nur ca. 40 Stück vorhanden - 10,- €/Tag) nicht reservieren.","",
"Kamila","Poland","Group of friends","9.6","Fajny hotel w ścisłym centrum, dostępny parking","10 October 2014","Very good location right next to the metro station, in the immediate vicinity of several restaurants and bars, the entire western Berlin within walking distance. Clean, nice, rooms small but cozy.","","","Bardzo dobra lokalizacja tuż przy stacji metra, w najbliższym sąsiedztwie kilka restauracji i barów, cały zachodni Berlin w zasięgu spaceru. Czysto, ładnie, pokoje niewielkie ale przytulne.","","",
"Roger","Switzerland","Group of friends","6.3","Pleasant","10 October 2014","Breakfast Buffet
- Free WIFI only, I had to log in again with the iPhone
- To small lobby, there is a lack of options for staying guests
-","I do not like synthetic pillows and blankets and sweat it and just get a headache from the pillow.",""," Frühstückbuffet 
- free WIFI nur musste ich mit dem IPhone immer wieder einloggen
- zu kleine Lobby, es fehlt an Aufenthaltsmöglichkeiten für Gäste
-"," ich habe synthetische Kissen und Decken nicht gerne und schwitze darin nur und kriege Kopfschmerzen von den Kissen.","",
"Mina","Italy","Couple","10","Exceptional","9 October 2014","the staff was kind and the room was clean","","","the staff was kind and the room was clean","","",
"Ilona","Germany","Couple","7.5","Good","9 October 2014","","There was no fridge in the room","","","Es gab im Zimmer keinen Kühlschrank","",
"Dagmar","Germany","Couple","6.7","Pleasant","8 October 2014","The room was clean.","Constantly fell from a lift, long wait at the elevator, stairs were accessible in the entrance area.","","Das Zimmer war sauber.","Ständig fiel ein Aufzug aus, lange Wartezeit am Aufzug, Treppen waren im Eingangsbereich zugänglich.","",
"Annette","Denmark","Couple","9.2","Leonardo er roligt, hyggeligt og centralt placeret - rigtig god oplevelse på Leonardo :o)","7 October 2014","The room
Breakfast Buffet
Staff friendliness","Lille toilet","","Værelset
Morgenbuffet
Personalets venlighed","Lille toilet","",
"Filip","Belgium","Group of friends","7.5","Good","7 October 2014","Ontbijt parking ligging","","","Ontbijt parking ligging","","",
"Mansour","Germany","Couple","8.3","Ein gutes Hotel in Berlin!","7 October 2014","The location is good.
From Metro eliminator 50 meters.
Good breakfast.
Very friendly staff!
Conclusion:
The hotel is very good.","","","Die Lage ist gut .
Von Metro 50 meter entfern.
Gutes Frühstuck.
Sehr freundliche Personal!
Fazit:
Das Hotel ist sehr gut.","","",
"W.c.","Netherlands","Couple","9.6","Uitstekende kwaliteit, niet ver van het centrum","7 October 2014","U-bahn station just around the corner
- S-bahn station within walking distance
- Breakfast was perfectly groomed
- Quiet location, no noise
- Charlottenburg is a neighborhood with many
   facilities (theaters,
   restaurants, shops)
- Price / quality","nothing really struck us at",""," U-bahn station om de hoek
- S-bahn station op loopafstand 
- Ontbijt was perfect verzorgd
- Rustige lokatie, zonder lawaai
- Charlottenburg is een wijk met veel
   voorzieningen (theaters,
   restaurants, winkels)
- prijs/kwaliteitverhouding"," werkelijk niets viel ons tegen","",
"Agnes","Germany","Couple","7.9","Good","7 October 2014","The kettle (to cook with tea & coffee) in the room is. Very friendly staff!","The arrival and departure with the suitcase to the car park (behind the hotel) via the ramp is mühsehlig.","","Das ein Wasserkocher (mit Möglichkeit Tee und Kaffee zu kochen) auf dem Zimmer ist. Sehr freundliches Personal!","Das die Anreise und Abreise mit dem Koffer zum Parkplatz (hinter dem Hotel) über die Auffahrt mühsehlig  ist.","",
"Manfred","Germany","Solo traveller","10","Top Hotel","7 October 2014","very good service
friendly staff
Breakfast great, attentive service","","","sehr guter Service
freundliches Personal
Frühstück top, aufmerksamer Service","","",
"Gilles","Belgium","Solo traveller","8.8","Ai passé 1 semaine dans cet hotel pendant le salon de l'IFA et je n'hésiterai pas à revenir.","7 October 2014","welcoming staff
Quality Service
excellent breakfast
nice neighborhood
walking distance of the fair (20 min)","","","personnel acceuillant
qualité service
excellent petit déjeuner
quartier sympa
walking distance de la foire ( 20 min)","","",
