"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Kirsten","Germany","Couple","7.5","Good","25 May 2014","","The breakfast buffet lacked the tea, then the orange juice was empty and no bread there. As would have to be dealt with!","Thank you for your stay with us and for your constructive feedback regarding our breakfast service. Guest experience and service are essential elements of our philosophy. We will gladly therefore share your experience with our team and used to continue to improve. We hope to be able to prove it in a next stay with us.","","Beim Frühstücksbüffet fehlten die Teebecher, dann war der O-Saft leer und kein Brot mehr da. Da müsste man dran arbeiten !","Vielen Dank für Ihren Aufenthalt bei uns und für Ihr konstruktives Feedback zu unserem Frühstücksservice. Gasterfahrung und Service sind wesentliche Bestandteile unserer Philosophie. Gerne werden wir Ihre Erfahrungen daher mit unserem Team teilen und nutzten, um uns weiter zu verbessern. Wir hoffen, Ihnen das bei einem nächsten Aufenthalt bei uns beweisen zu können.",
"Erica","Argentina","Couple","5","Passable","20 May 2014","The location two blocks from the metro and the most elegant artery two Autoservice close, you can have breakfast there at a cost of 2,50e by persona.No what
recommend, by the selflessness that put into the passenger","The lack of soap in the bathroom, there is no where to put anything, even a hands-pass if you slip, is an elected charter tours hotel, not interested passenger. The valuation is given, not for all.","","La ubicación a dos calles del metro y de la arteria mas elegante,dos autoservice cerca, se puede desayunar allí, a un coste de 2,50e por persona.No lo
recomiendo, por el desinteres que ponen hacia el pasajero","La falta de una jabonera en el baño, no hay donde colocar nada, ni siquiera un pasa-manos por si resbalas, es un hotel elegido por chárter de excursiones, no les interesa el pasajero. La valuación que se le da, no corresponde para nada.","",
"Claudio","Italy","Couple","7.5","Good","20 May 2014","Hotel was clean and spacious bathroom with everything you need. Wifi in room very good.","Poorly soundproofed room first floor windows. Only a little space on a bedside table and bed side. Lack bidet. Transport Abb neighbors but only a meter next line","","Hotel pulito e con bagno spazioso con tutto il necessario. Wifi ottimo in camera.","Camera primo piano finestre poco insonorizzate. Un solo comodino e  poco spazio su un fianco letto. Mancanza bidet. Trasporti Abb vicini ma metro prossima solo una linea","",
"Elyo","Turkey","Couple","7.5","Good","20 May 2014","","house keeping daha iyi olabilir..
house keeping could be better.","","","house keeping daha iyi olabilir..
house keeping could be better.","",
"Steve","Germany","Solo traveller","7.1","Good","19 May 2014","Hotel in good location with guer equipment","to my travel time were two bus groups with the hotel and therefore it was very busy at breakfast and the buffet was very empty. Possibly should in such gr. groups the staff still be slightly increased","Thank you very much for your stay, as for your positive review. We would be happy to share this with our team and use for the analysis of our performance.","Hotel in guter Lage mit guer Ausstattung","zu meinem Reisezeitpunkt waren 2 Busgruppen mit im Hotel und somit war es beim Frühstück sehr voll bzw. das Buffet sehr leer. Evtl. sollte bei solchen gr. Gruppen das Personal noch etwas erhöht werden","Wir bedanken uns recht herzlich für Ihren Aufenthalt, als für Ihre positive Beurteilung. Gerne werden wir diese mit unserem Team teilen und für die Analyse unserer Leistung nutzen.",
"Monique","Germany","Couple","4.6","Disappointing","15 May 2014","","Dirty towels and bed linen stained","Thank you for your stay with us and judging our house. We are very sorry to have you not satisfied with our services especially in the areas of cleanliness and comfort. Please be assured that we have set ourselves very high standards and we will check very carefully why these were not achieved during your stay. However, we hope to welcome you again with us to convince you of our actual ability.","","Schmutzige Handtücher und fleckige Betwäsche","Vielen Dank für Ihren Aufenthalt bei uns und die Beurteilung unseres Hauses. Wir bedauern sehr, Sie mit unseren Leistungen insbesondere in den Bereichen Sauberkeit und Komfort nicht überzeugt zu haben. Bitte seien Sie versichert, dass wir uns selbst sehr hohe Standards gesetzt haben und wir sehr gewissenhaft prüfen werden, warum diese während Ihres Aufenthaltes nicht erreicht wurden. Wir hoffen jedoch, Sie noch einmal bei uns begrüßen zu dürfen, um Sie von unserem eigentliche Können zu überzeugen.",
"Piero","Italy","Couple","7.5","Good","14 May 2014","The room clean quiet and spacious, the bed comfortable, smart tv, the
Kettle with tea, sauna are all elements that make great
this hotel. The location is central enough, you get to walk
at the zoo in Berlin and 500 meters there's the nearest subway.","The room although nice was not like the picture, seeing the
map our room was spacious although perhaps the smallest of the
plan, maybe depends on the price (we got a good deal). The
coloazione was paying, so we did, and booking
booking on the prepaid card was not accepted, so we had to
make a transfer","","La stanza pulita silenziosa e spaziosa, il letto comodo, la smart tv, il
bollittore con il the, la sauna sono tutti elementi che fanno ottimo
questo albergo. La posizione è abbastanza centrale, si arriva a piedi
allo zoo di berlino e a 500 mt c'è la metropolitana più vicina.","La stanza pur essendo bella non era certo come la foto, vedendo sulla
mappa la nostra stanza se pur spaziosa era forse la più piccola del
piano, forse dipende dal prezzo (abbiamo trovato una buona offerta). La
coloazione era a pagamento, quindi non l'abbiamo fatta, e prenotando
su booking la carta prepagata non era accettata, quindi abbiamo dovuto
fare un bonifico","",
"Maksym","Ukraine","Family","2.5","Very poor","4 May 2014","","Bad hotel, the staff is generally no, dispelled at 30 euros!","","","Плохой отель, персонал вообще никакой, развеяли на 30 евро!","",
"Regina","Germany","Solo traveller","8.8","Fabulous","3 May 2014","Beautiful, modern rooms; convenient access to the Kurfürstendamm","","Thank you for your stay in our house. We are very happy to have your expectations in the areas of service, staff and price-performance fully met. We are happy to share your view with our team and hope to welcome you again soon.","Schöne, moderne Zimmer; günstige Lage zum Kurfürstendamm","","Vielen Dank für Ihren Aufenthalt in unserem Haus. Es freut uns sehr, Ihre Erwartungen in den Bereichen Service, Mitarbeiter und Preis-Leistung voll erfüllt zu haben. Gerne teilen wir Ihre Einschätzung mit unserem Team und hoffen, Sie bald wieder begrüßen zu können.",
"Guilherme","Brazil","Couple","9.2","Superb","30 April 2014","the comfort and benefit cost ratio.","","","do conforto e da relação custo beneficio.","","",
"Galina","Russia","Solo traveller","10","Exceptional","27 April 2014","Location is great. Nice clean rooms. Nice linens and towels. Unobtrusive staff.","","","Месторасположение отличное. Хорошие чистые номера. Хорошее постельное белье и полотенца. Ненавязчивый персонал.","","",
"Mia","Denmark","Group of friends","7.1","Good","26 April 2014","Great location, good beds, great shower, nice room size and wifi","1 day - lack of towels no nescafe, body whitener and duvet covers
2 days - lack of towels, was told the hotel had run out due to the holidays
3 days - lack of towels were provided with 2 bathrobes instead ...
Lack of cleaning and washing dishes.
Too poor service for an otherwise fine place.","","Super beliggenhed , gode senge , stor bruser ,fin værelse størrelse og  wifi","1 dag - manglende håndklæder ingen nescafe ,instans whitener og dynebetræk 
2 dag - manglende håndklæder , fik af vide hotellet var løbet tør grundet helligdage
3 dag - manglende håndklæder , fik udleveret 2 badekåber i stedet ...
Manglende rengøring og opvask af service.
Alt for ringe service for et ellers fint sted .","",
"Marianne","Netherlands","Family","9.6","Exceptional","23 April 2014","The art'otel is a fine, fresh and trendy hotel. Nice soft beds, despite the street had little lastvan and slept with window open. Perfect location to explore Berlin and much liveliness in the immediate vicinity.","","","Het Art'otel is een fijn, fris en trendy hotel. Lekkere zachte bedden, ondanks de straat weinig lastvan gehad en sliepen met raam open. Perfecte ligging om Berlijn te ontdekken en veel levendigheid in de directe omgeving.","","",
"Jeroen","Netherlands","Couple","8.3","Very good","23 April 2014","Clean everything was neat clean","Excessive room picture looks much nicer as reality","","Schoon alles was keurig schoon","Matige kamers foto lijkt veel mooier als werkelijkheid","",
"Martina","Germany","Couple","7.5","Good","20 April 2014","Room was very quiet as desired. Wi-Fi everywhere, good special price offers, staff was friendly and helpful.","Cleaning the cups and fill the coffee bag fell only after a few days.","Thank you for your stay and for your positive review. Guest experience and service play a vital role in our philosophy. Therefore, we appreciate your positive experience to our staff, but would like to apologize for the careless service at the coffee station in the room. We will share your experience with our team and get us to further optimize and improve. We hope to show you this in the future for another stay.","Zimmer war wie gewünscht sehr ruhig. WLAN überall, gute Sonderpreisangebote, Personal war freundlich und hilfsbereit.","Reinigung der Tassen und Auffüllung der Kaffeebeutel fiel erst nach ein paar Tagen auf.","Vielen Dank für Ihren Aufenthalt und für Ihre positive Beurteilung. Gasterfahrung und Service spielen in unserer Philosophie eine vitale Rolle. Daher freuen wir uns über Ihre positiver Erfahrung zu unserem Personal, möchten uns aber auch für den nachlässigen Service bei der Kaffeestation im Zimmer entschuldigen. Wir werden Ihre Erfahrungen mit unserem Team teilen und nutzen um uns weiter zu optimieren und zu verbessern. Wir hoffen, Ihnen dies in der Zukunft bei einem weiteren Aufenthalt beweisen zu können.",
"Giovanni","Belgium","Couple","9.6","Exceptional","9 April 2014","very helpful and committed staff.
(Very friendly and commited, helpfull staff)","niets
(nothing)","","zeer behulpzaam en betrokken personeel.
(very friendly and commited, helpfull staff)","niets
(nothing)","",
"Sissel","Norway","Couple","10","Exceptional","4 April 2014","Lovely beds, good breakfast, quiet and tranquil location.","","","Deilige senger, god frokost, stille og rolig beliggenhet.","","",
"Andrea","Austria","Group of friends","10","Exceptional","2 April 2014","Optimal price - performance ratio. Very friendly staff.
Short distances to the nearest metro - train or bus station, taxi right outside the hotel. Good restaurants in the vicinity.","","Thank you for your stay and for your great review. We were very happy about it and will share this with our team.","Optimales Preis - Leistungsverhältnis. Sehr freundliches Personal.
Kurze Wege zur nächsten U - Bahn bzw. Bushaltestelle, Taxi direkt vorm Hotel. Gute Restaurants in der näheren Umgebung.","","Vielen Dank für Ihren Aufenthalt, als auch für Ihre tolle Bewertung. Wir haben uns sehr darüber gefreut und werden diese mit unserem Team teilen.",
