"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Zinovia","Germany","Solo traveller","5","Passable","25 May 2014","The proximity to the Zoo and Zoo, as well as the Ku'damm.","Room was not vacuumed on arrival, the nice lady from the front desk, however, has taken care of immediately drum.
Breakfast, for the price I rather not so..da lot for business travel, I have many comparisons and'm for the price, also in Berlin, lived another. Room very noisy. In itself everything was okay so far, but I'm going for next time for something else.","","Die Nähe zum Zoo und Tiergarten, sowie zum Ku'damm.","Zimmer war bei Ankunft nicht gesaugt, die nette Dame von der Rezeption hat sich allerdings sofort drum gekümmert. 
Frühstück, für den Preis eher nicht so..da ich geschäftlich viel reise, hab ich viele Vergleiche und bin für den Preis, auch in Berlin, anderes gewohnt. Zimmer sehr hellhörig. An sich war soweit alles okay, allerdings werd ich mir fürs nächste mal was anderes suchen.","",
"Mirtes","Brazil","Group of friends","7.5","Good","22 May 2014","Accommodations
Location
Customer","wifi","","Acomodações
Localização
Atendimento","wifi","",
"Silvia","Germany","Solo traveller","6.3","Pleasant","22 May 2014","Hotel location very quiet, but KaDeWe / U-Wittenberg Square and Metro Nollendorfplatz in 5 or 8 min. Within walking distance. Rooms are simple but functional.","The coffee machine shown in the prospectus was missing unfortunately and had to be purchased from me now. Pity!","Dear Silvia,
thank you for taking the time to rate the Hotel Lutzow Berlin. We are delighted that you enjoyed your stay in our house. As you may have seen, we now offer instead of a coffee maker in every guest room in a kettle with free tea and coffee for all our guests.
We are looking forward to welcome you again in our house soon.
Your Hotel Lützow Team","Lage des Hotels sehr ruhig, aber KaDeWe/ U-Wittenbergplatz und U-Nollendorfplatz in 5 bzw. 8 Min. zu Fuß erreichbar. Zimmer einfach aber zweckmäßig eingerichtet.","Die im Prospekt gezeigte Kaffeemaschine fehlte leider und musste von mir extra gekauft werden.  Schade !","Sehr geehrte Silvia,
vielen Dank das Sie sich die Zeit genommen haben um das Hotel Lützow Berlin zu bewerten. Wir freuen uns, dass es Ihnen bei uns im Haus gefallen hat. Wie Sie vielleicht gesehen haben, bieten wir nun anstatt einer Kaffeemaschine in jedem Gästezimmer einen Wasserkocher mit kostenfreiem Tee und Kaffee für alle unsere Gäste an.
Wir würden uns freuen Sie bald wieder in unserem Haus begrüßen zu dürfen.
Ihr Hotel Lützow Team",
"Christina","Sweden","Group of friends","9.6","Exceptional","20 May 2014","Good location, nice and quiet area, spacious and clean, good breakfast and attentive staff","A little bad lighting on the street in the evening","","Bra läge, trevligt och lugnt område, rent och fräscht, bra frukost och tillmötesgående personal","Lite dålig belysning på gatan på kvällen","",
"Roman","Russia","Couple","9.6","Exceptional","18 May 2014","The location is excellent! Quiet, comfortable, feel at home, despite the small size of rooms.","Early housekeeping. If you do not leave a tip cleaner, the bed linen and towels are not changed.","","Расположение превосходное! Тихий, уютный, ощущение домашнего уюта, несмотря на небольшую площадь номеров.","Ранняя уборка номеров. Если не оставить чаевых уборщица, то постельное бельё и полотенца не поменяют.","",
"Marcia","Brazil","Solo traveller","7.5","Good","14 May 2014","Very good location, quiet street, close to the train and bus station and a good trade with brand shops and plenty of shopping.","","","Localização muito boa, rua tranquila, perto da estação de trem e ônibus e de um bom comércio com lojas de marca e muitas opções de compras.","","",
"Joao","Czech Republic","Couple","7.5","Good","14 May 2014","Recepicionista","Only one lift","","Recepicionista","Apenas um elevador","",
"Albertus","Netherlands","Group of friends","7.9","Good","14 May 2014","The location of the hotel.","Information on how and where we could park.","","De ligging van het hotel.","Informatie over hoe en waar wij konden parkeren.","",
"Anna","Russia","Solo traveller","5","Passable","13 May 2014","","In Lutzow, they’ve got a framed printout at the reception stating the
hotel scored eight stars at this site. They should take it off.
1) If shower (a hose plus hole in a floor) was turned on longer than for 60 seconds the water annexed the floor up to the toilet faster than Russia annexed Crimea. 
2) General tackiness. There was limescale floating in a kettle. Fridge was so smelly I felt disgusted to put a bottle of beer in it. 
3) The evilest of evils: no wifi. They kept promising to call a technician. I stayed for a week, nobody ever came, wifi wasn’t fixed.
4) They did fix a thing I didn’t ask for. One day I was sitting in my room, drinking warm beer (see 2) and contemplating my poor hotel choices when someone knocked. Then immediately, not waiting for my response, this someone opened the door with their key, walked in and started installing window blinds. 
In summation, don’t. In this limbo of three-stars hotels there are different levels of rationing. Lutwoz takes cheapest turn at every bifurcation. The location isn’t great either, unless you are really keen on zoos.","","","In Lutzow, they’ve got a framed printout at the reception stating the
hotel scored eight stars at this site. They should take it off.
1) If shower (a hose plus hole in a floor) was turned on longer than for 60 seconds the water annexed the floor up to the toilet faster than Russia annexed Crimea. 
2) General tackiness. There was limescale floating in a kettle. Fridge was so smelly I felt disgusted to put a bottle of beer in it. 
3) The evilest of evils: no wifi. They kept promising to call a technician. I stayed for a week, nobody ever came, wifi wasn’t fixed.
4) They did fix a thing I didn’t ask for. One day I was sitting in my room, drinking warm beer (see 2) and contemplating my poor hotel choices when someone knocked. Then immediately, not waiting for my response, this someone opened the door with their key, walked in and started installing window blinds. 
In summation, don’t. In this limbo of three-stars hotels there are different levels of rationing. Lutwoz takes cheapest turn at every bifurcation. The location isn’t great either, unless you are really keen on zoos.","",
"Volker","Germany","Solo traveller","7.5","Good","8 May 2014","quiet rooms facing the back of house","","","ruhiges Zimmer zur Hausrückseite hin","","",
"Andrey","Russia","Group of friends","9.6","Exceptional","7 May 2014","1 Great location, next to the Tiergarten Park.
2 rooms are clean, not cramped. Beds are plush, slept like a baby;-)).
About 3 Breakfast not say so quite meager, but cram quite a normal, so do not write in the minuses.
4 More than 100 TV channels, there is even a third Russian (vesti24, Chanson TV, and some more, can not remember).
5.Front desk reception, the staff friendly, and responsive. Rooms are cleaned daily.
6 In the room was a refrigerator, microwave oven, stove, safe, tea and coffee, a bottle of mineral water.","Of the minuses I can only say about the wi-fi: Room was caught not by much. With that I have a room was down the hall - catch, my friends closer to the router (hung in the hallway) - do not catch.","","1. Отличное местоположение, рядом с парком Тиргартен.
2. Номера чистые, не тесные. Кровати шикарные, спал как ребенок ;-)).
3. Про завтрак не скажу чтоб совсем скудный, но наедался вполне себе нормально, поэтому и не пишу в минусы.
4. Более 100 каналов ТВ, есть даже 3-и российских (вести24, Шансон ТВ, и ещё какой-то, не запомнил).
5. Ресепшен работает круглосуточно, персонал приветливый, отзывчивый. Номер убирали ежедневно.
6. В номере были: холодильник, СВЧ-печь, электроплитка, сейф, чай, кофе, бутылка минеральной воды.","Из минусов скажу только про wi-fi: в номере ловился не очень. При чем у меня комната была дальше по коридору - ловил, у друзей ближе к роутеру (висел в коридоре) - совсем не ловил.","",
"Enrico","Italy","Couple","7.9","Good","5 May 2014","The strategic location, the absence of noise and autonomy, it was like being in a house, very carino.Lo recommend","","","La posizione strategica, l'assenza di rumori e l'autonomia, era come essere in una casa, molto carino.Lo consiglierò","","",
"Maxim","Belarus","Group of friends","9.6","Exceptional","3 May 2014","Convenient location - close to Metro Line 100 bus, KaDeWe, Zoo, grocery stores (including Lidl) - in general, everything is close by;)
There is enough space, equipped with a stove, microwave, refrigerator, kettle, cups, spoons. Offer complimentary coffee, tea, a bottle of mineral water.
The staff is friendly.Bags without any problems, you can leave in the morning prior to arrival, so after checking out the evening. Subway line leads directly to the bus station (ZOB).
Wi-fi, 100% cargo largest files.
The hotel (and in most areas) peace and quiet.
In general, all liked it. We will still here to stay.","Price for breakfast - we did not take it, because You can still compensate for mini-kitchen","","Удобное месторасположение - рядом метро, линия 100 автобуса, КаДеВе, Зоопарк, продуктовые магазины (включая Лидл) - в общем, всё рядом ;)
В номерах достаточно места, есть плита, микроволновка, холодильник, чайник, чашки, ложки. Предлагается бесплатные кофе, чай, бутылка минеральной воды.
Персонал приветливый. Сумки без проблем можно оставить как утром до заезда, так после выезда до самого вечера. Линия метро напрямую ведёт к автовокзалу (ZOB).
Вай-фай 100% грузил самые большие файлы.
В отеле (как и в самой районе) тишина и спокойствие.
В общем, всё понравилось. Будем ещё здесь останавливаться.","Цена на завтрак - мы его не брали, т.к. можно всё компенсировать миникухней","",
