"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"elisamag","Italy","Couple","8.8","Fabulous","7 October 2014","Modern rooms, clean bathroom with everything.
Staff very helpful and always present (24h / 24). Reception where you can buy guides, museums and public transport tickets and rent bicycles (recommended).","The next morning at 7:00 noises caused by the garbage truck and bed linen.
The metro is an 8-minute walk to the s-bahn but very close.","","Camere moderne, pulite, bagno fornito di tutto.
Staff molto disponibile e sempre presente(24h/24). Reception dove poter acquistare guide, biglietti mezzi pubblici e musei e noleggiare biciclette(consigliato).","La mattina alle 7:00 rumori fastidiosi causati dai camion dei rifiuti e delle lenzuola.
La metro dista 8 minuti a piedi ma la s-bahn molto vicina.","",
"Thomas","Germany","Couple","7.5","Good","7 October 2014","Super room
Super Hotel","Parking fees too expensive
Breakfast too expensive","","Super Zimmer
Super Hotel","Parkgebühren zu teuer
Frühstück zu teuer","",
"Lara","Italy","Couple","10","Exceptional","5 October 2014","","The pillows are very uncomfortable.","","","I cuscini sono davvero molto scomodi.","",
"Joerg","Germany","Couple","7.9","Good","2 October 2014","","Park fees are overpriced
will not be charged on hotel accommodation but via Tagesgebür","","","Parkgebühren sind überteuert
werden nicht über Hotelübernachtungen berechnet sondern über Tagesgebür","",
"Thomas","Germany","Couple","7.9","Good","1 October 2014","Good breakfast, very good to me the cheese selection has fallen
Very cozy room
The mini fridge was surprisingly good, ice was the morning even some frozen
Window very well soundproofed
Free Internet","Internet sometimes a little slow","","Gutes Frühstück, besonders gut hat mir die Käseauswahl gefallen
Sehr gemütliche Zimmer
Der kleine Kühlschrank war überraschend gut, Eiswürfel waren morgens sogar noch einige gefroren
Fenster sehr gut schallisoliert
Kostenloses Internet","Internet zum Teil etwas langsam","",
"Michelle","Switzerland","Group of friends","9.6","Exceptional","30 September 2014","Furnishings
Hotel in general
great location, 10min walk from Alexanderplatz, Tram stop in front of the door","alles super","","Einrichtung des Zimmers
Hotel allgemein
super Lage, vom Alexanderplatz 10min zu Fuss, Tramhaltestelle vor der Tür","alles super","",
"Evert","Netherlands","Group of friends","8.8","Fabulous","30 September 2014","","The wait at the bar slow not friendly","","","De bediening aan de bar traag niet vriendelijk","",
"Simone","Italy","Couple","9.2","Superb","30 September 2014","Worker luggage delivery, professional and the only one who spoke Italian.","","","Addetto alla consegna bagagli, professionale e l'unico che parlava italiano.","","",
"Irmtrud","Germany","Solo traveller","8.8","Fabulous","26 September 2014","the room was well","a bit more cleanliness in the corners of the room","","das Zimmer war gut","ein bisschen mehr Sauberkeit in den Ecken des Zimmers","",
"Kroll","Germany","Couple","8.8","Fabulous","24 September 2014","Hotel is very Central
Deluxe rooms very nice","Alles supi","","Hotel liegt sehr Central 
Deluxe Zimmer sehr schön","Alles supi","",
"Silvia","Germany","Couple","9.2","Superb","23 September 2014","We like to step into Leonardo Hotels. My wife likes the room amenities, and the staff is courteous and attentive.","","","Wir steigen gerne in Leonardo-Hotels ab. Meiner Frau gefällt die Zimmerausstattung, und das Personal ist höflich und aufmerksam.","","",
"Magdalena","Netherlands","Group of friends","7.9","Good","23 September 2014","Within walking distance of Alexanderplatz. Great hotel, friendly staff and clean rooms.","","","Op loopafstand van Alexanderplatz. Groot hotel, vriendelijk personeel en nette kamers.","","",
"Dirk","Germany","Solo traveller","8.8","Fabulous","20 September 2014","","Parking too expensive","","","Parkplatz zu teuer","",
"Olivia","Germany","Couple","8.8","Fabulous","19 September 2014","The very large rooms and central location","","","Das sehr große Zimmer und die zentrale Lage","","",
"Lorella","Italy","Couple","7.9","Good","18 September 2014","It is a nice hotel near Alexanderplatz is the second time we stay here and we were fine. Room large and comfortable, great breakfast.","The only problem for me, but it is a matter of personal taste, our room, this time, had the bathroom in sight except for the & quot; closet & quot; of water that had the door but did not have a plate of light coming across her why the night if you had to go to the bathroom illuminavi waking up your whole room / a partner. The first time we had ever taken a Classic room and we did not have this problem, the bathroom was closed.","","È un bell'hotel vicino ad Alexanderplatz è la seconda volta che soggiorniamo qui e ci siamo trovati bene. Stanza grandissima e confortevole, ottima la colazione.","L'unico problema per me, ma è una questione di gusto personale, la nostra stanza, stavolta, aveva il bagno a vista tranne che per lo "stanzino" del water che aveva la porta ma non aveva una placca di accensione della luce tutta sua per cui, la notte se dovevi andare in bagno illuminavi tutta la stanza svegliando il tuo/a partner. La prima volta avevamo preso una camera sempre Classic e non abbiamo avuto questo problema il bagno era chiuso.","",
"Sergio","Spain","Couple","8.3","Very good","16 September 2014","I like having the concierge the opportunity to buy any fertilizer or transport museum tickets. They have bus and tram in the & quot; same & quot; door.","","","Me gusta que tengan en la conserjeria la posibilidad de comprar cualquier abono de transportes o entradas a museos. Tienen autobus y tranvia en la "misma" puerta.","","",
"Anne","Germany","Couple","9.6","Exceptional","16 September 2014","Very friendly staff
Breakfast buffet was very good
Free Upgrade","Our room was apparently above the delivery entrance, so it was very noisy early in the morning","","Sehr freundliches Personal
Frühstücksbuffet war sehr gut
Kostenloses Upgrade","Unser Zimmer lag anscheinend über dem Lieferanteneingang, so dass es früh morgens sehr laut war","",
"Martina","Germany","Group of friends","10","Exceptional","16 September 2014","Close to Alex. Transport links.
Nice service staff","","","Nähe zum Alex.  Verkehrsanbindung.
Nettes Servicepersonal","","",
"Anton","Russia","Solo traveller","9.2","Superb","14 September 2014","Very convenient location in the heart of the tourist district of Mitte, in the vicinity of the museum center of Berlin and the Berlin TV Tower observation deck. Courteous staff and excellent breakfasts! The price is quite small for the 4 stars.","Not every day update personal hygiene. It is noticeable that the repair was quite a while, but in a 4-star hotel could have been cleaner.","","Очень удобное расположение в самом центре туристического района Митте, в непосредственной близости музейный центр Берлина и обзорная площадка берлинской телебашни. Вежливый персонал и отменные завтраки! Цена довольно небольшая для 4 звезд.","Не каждый день обновляют средства личной гигиены. Заметно, что ремонт был давненько, но в 4х-звездочном отеле могло бы быть и почище.","",
