"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anne-britt","Sweden","Couple","9.2","Superb","16 April 2014","A good hotel at a good price and location and near the S-bahn. Clean and fresh, comfortable beds, good breakfast and friendly staff.","In the room we stayed was the only was a duschdrapperi as skillde room from the laundry room.","","Ett bra hotell till ett bra pris och läge och nära S-bahn. Rent och fräscht, sköna sängar,god frukost och trevlig personal.","I det rum som vi bodde var det endast var ett duschdrapperi som skillde rummet från tvättrummet.","",
"Konstantin","Russia","Couple","10","Exceptional","12 April 2014","Greate!","","","Greate!","","",
"Felix","Germany","Family","7.5","Good","12 April 2014","Modern furnishings
Breakfast","S Bahn was disturbing at night","","Moderne Einrichtung
Frühstück","S Bahn war Nachts störend","",
"Andrea","Germany","Group of friends","6.7","Pleasant","29 March 2014","Rooms clean and bright, nice service, good breakfast buffet","Constant noise from the nearby S-Bahn, not closed partition for bathroom","","Zimmer sauber und hell, netter Service, gutes Frühstücksbuffet","Ständige Lärmbelästigung durch die naheliegende S-Bahn, nicht geschlossene Abtrennung zum Badezimmer","",
"Liudmila","Russia","Couple","8.3","Very good","28 March 2014","Like the transparent shower","Disadvantages not found","","Понравился прозрачный душ","Минусов не нашли","",
"Christian","Germany","Couple","7.9","Good","25 March 2014","Its central location. Sights are easy to reach without a car.
Numerous shops and restaurants in the immediate vicinity","Open design of the bathroom getting used to.
Curtains were slightly dirty and full of holes.","","Die zentrale Lage. Sehenswürdigkeiten sind sehr gut ohne Auto zu erreichen. 
Zahlreiche Einkaufsmöglichkeiten und Restaurants in unmittelbarer Nähe","Offene Gestaltung des Badezimmers gewöhnungsbedürftig.
Vorhänge waren leicht verschmutzt und löchrig.","",
"Thomas","Germany","Couple","8.3","Very good","17 March 2014","Room services, parking gg. Surcharge,
Transport links to the public transport (S-Bahn and U-Bahn)","Old window in rail transport by the minute (you get used to it)","","Zimmerausstattung, Parkmöglichkeiten gg. Aufpreis,
Verkehrsanbindung an öffentliche Verkehrsmittel (S- und U-Bahn)","Alte Fenster bei Eisenbahnverkehr im Minutentakt (man gewöhnt sich daran)","",
"Michael","Germany","Couple","7.1","Good","15 March 2014","Very clean, adequately equipped with good location.","Terrible location of the room. Approximately 5 meters in a straight line up to the S-Bahn trains. (S-Bahn morning and evening very annoying).","","Sehr sauber, ausreichende Ausstattung mit guter Lage.","Schreckliche Lage des Zimmers. Ca. 5 Meter Luftlinie bis zu den S-Bahnzügen. ( S-Bahn morgens und abends sehr störend).","",
"Claudia","Germany","Couple","3.3","Poor","8 March 2014","Legal viable location for business purpose.","The staff at reception were located largely indifferent to solve problems: heating and ventilation in the bathroom were broken and remained during the 3-day stay. The bathroom was freezing cold. The shower water was rather lukewarm and caused every time you use the shower flooding the entire absence of elevated bath seal at the bottom and on the shower limitation wrong suspended shower curtain, which was extremely dirty. The bathroom stank of chlorine detergent. The burden to use elevator to the 5th floor right next to the room was very noisy. The heating in the room could be regulated only marginally. Only explicit reference to all these shortcomings, there was a 5% discount on the final price of 312 euros for a double room. The hotel is absolutely not recommended.","","Recht brauchbare Lage für den Geschäftszweck.","Das Personal am Empfang gab sich weitestgehend desinteressiert, Probleme zu lösen: Heizung und Lüftung im Bad waren und blieben während des 3-Tage-Aufenthalts defekt. Im Badezimmer war es eiskalt. Das Duschwasser war eher lauwarm und verursachte bei jeder Benutzung der Dusche eine Überschwemmung des ganzen Bades mangels  erhöhter Dichtung am Boden und über der Duschbegrenzung falsch aufgehängten Duschvorhang, der äußerst dreckig war. Das Bad stank nach Chlorputzmittel. Der zu benutztende Lastenaufzug in den 5.Stock in direkter Nachbarschaft zum Zimmer war sehr laut. Die Heizung im Zimmer ließ sich nur marginal regulieren. Nur auf ausdrücklichen Hinweis auf alle diese Mängel gab es 5% Ermäßigung auf den Endpreis von 312 Euro für ein DZ. Das Hotel ist absolut nicht empfehlenswert.","",
"Rumiko","Japan","Couple","10","Exceptional","7 March 2014","Near from the station, the room was also nice. I will rest slowly.
To Potsdam also go with one, it is convenient for sightseeing.","Wifi is is does not lead to a room. Sound is annoying because it is along the line. People to be worried about is tough.","","駅から近く、部屋もステキでした。ゆっくり休めます。
ポツダムまでも1本で行けて、観光にも便利です。","部屋ではwifiが繋がらないです。線路沿いなので音がうるさい。気になる人は厳しいです。","",
"Melanie","Germany","Couple","6.3","Pleasant","28 February 2014","Good location","The subway station is not to be underestimated! Although at night is less traffic, you should be clear in advance about the noise! We had a room which was in the front area of ​​the hotel was (larger distance to the tracks) and it was still very sleepless nights!","","Gute Lage","Die U-Bahn Station ist nicht zu unterschätzen! Auch wenn nachts weniger Verkehr ist, sollte man sich im Vorfeld klar über den Geräuschpegel sein! Wir hatten ein Zimmer, welches im vorderen Bereich des Hotels war ( größere Entfernung zu den Gleisen) und es waren dennoch sehr schlaflose Nächte!","",
"Michael","Germany","Couple","9.2","Superb","27 February 2014","All the best!","Only the lift could do with updating.","","Alles bestens!","Lediglich der Fahrstuhl könnte mal erneuert werden.","",
"Marco","Italy","Couple","8.8","Fabulous","25 February 2014","Friendly staff. Rooms clean and comfortable.
At 150 m from the bus stop Sbahn Savignyplatz","Attached to the rails. There is a train every 2 minutes even at night","","Staff Cordiale. Camere Pulite e confortevoli.
A 150 m dalla fermata Sbahn Savignyplatz","Attaccato ai binari. Passa un treno ogni 2 minuti anche di notte","",
"Kseniya","Russia","Couple","10","Exceptional","24 February 2014","Liked everything !!! To the airport with transfer it took half an hour! There is where the next meal !! The room is great !!","","","Понравилось все!!! До аэропорта с пересадкой дорога заняла полчаса! Есть где рядом покушать!! Номер отличный!!","","",
"Alessandra","Italy","Couple","6.3","Pleasant","17 February 2014","We stayed Energie hotel for 5 nights. The location is quite good, when in very close to a train stop from which you reached any point of the city. The room is nice, modern and clean ..","L 'only downside of the hotel was the lift route, and for us that we were on the third floor was a hardship for luggage, towels changed 5 days there was NEVER done. The bathroom is in the room, in the sense that it is separated from the bedroom by a glass among other things also low. So the bathroom does not even have windows, it seems to me very little hygiene and even somewhat embarrassing, but Oh well ..","","Abbiamo alloggiato all'energie hotel per 5 notti. La posizione è abbastanza buona, in quando vicinissima ad una fermata dei treni da cui si raggiungeva ogni punto della città. La camera è bella, moderna e pulita..","L' unica pecca dell'hotel è stata l'ascensore rotta, e per noi che eravamo al terzo piano è stato un disagio per i bagagli, il cambio asciugamani in 5 giorni non ci è stato MAI fatto . Il bagno è in camera, nel senso che è diviso dal letto da un vetro tra l altro anche basso. Dunque il bagno non ha neanche finestre, mi sembra pochissimo igienico e anche alquanto imbarazzante, ma vabbe..","",
"Francesco","Italy","Couple","8.8","Fabulous","12 February 2014","modern decor, friendly and helpful staff, many restaurants around!","","","arredi moderni, staff gentile e disponibile, tanti ristoranti intorno!","","",
"Andrea","Italy","Solo traveller","8.8","Fabulous","7 February 2014","Great location, across the front garden there is a metro station Savignyplatz. Breakfast good, the price of € 10 off the cost of the room is very good compared to the average of 15-20 € for other hotels in Berlin. free wi-fi in reception only. The room is recently with contemporary design, comfortable bed, the bathroom and shower were large and clean, there is no door and a couple can be embarrassing .. Price / quality is really GREAT","The elevator did not always work","","Ottima posizione, attraversando il giardino di fronte c'è la stazione metro di Savignyplatz. Colazione buona, il prezzo di 10 € fuori dal costo della camera è ottimo rispetto ai 15/20 € di media degli altri hotel a Berlino. wi-fi free solo in reception. La camera è recente con design contemporaneo, letto comodo, il bagno e la doccia sono grandi e puliti, non c'è la porta e in coppia può essere imbarazzante.. Rapporto qualità/prezzo è davvero OTTIMO","L'ascensore non funzionava sempre","",
"Melania","Italy","Couple","9","Superb","31 January 2014","Very nice hotel, staff friendly and helpful, clean and above all great value for money! Great location close to the metro station. For those who want to eat Spanish, next great restaurant, El Borriquito, with unbelievable prices, in Italy, quality and services of the kind we would pay them double. In our room the heating did not work in the bathroom, they immediately proceeded to exchange with another room which was even prettier than the one we were given initially. I would absolutely recommend.","nothing to report. everything is perfect!","","Hotel molto carino, Staff gentile e disponibile, pulitissimo e soprattutto ottimo rapporto qualità prezzo! Ottima posizione vicinissimo alla fermata della metro. Per chi  ha voglia di mangiare spagnolo, a fianco ottimo ristorante, El Borriquito, con prezzi incredibili, in Italia, qualità e servizi del genere li pagheremmo il doppio. Nella nostra camera non funzionavano i riscaldamenti in bagno, hanno immediatamente provveduto al cambio con un'altra camera che era ancora più carina di quella assegnataci inizialmente. Lo consiglio assolutamente.","nulla da segnalare. tutto perfetto!","",
